transaction_id,is_laundering_pattern
TXN0005488,0
TXN0046206,0
TXN0022410,0
TXN0017552,0
TXN0017854,0
TXN0042866,0
TXN0039584,0
TXN0045247,0
TXN0055517,0
TXN0040869,0
TXN0002549,0
TXN0039367,0
TXN0050525,0
TXN0045721,0
TXN0049828,0
TXN0009281,0
TXN0048812,0
TXN0017951,0
TXN0024447,0
TXN0051582,0
TXN0004361,0
TXN0042419,0
TXN0039997,0
TXN0013458,0
TXN0010630,0
TXN0014712,0
TXN0019386,0
TXN0028275,0
TXN0042665,0
TXN0016764,0
TXN0058812,0
TXN0057061,0
TXN0049696,0
TXN0050640,0
TXN0013618,0
TXN0010643,0
TXN0020349,0
TXN0030913,0
TXN0008481,0
TXN0004107,0
TXN0027804,0
TXN0024925,0
TXN0016022,0
TXN0025075,0
TXN0057169,0
TXN0009501,0
TXN0056682,0
TXN0029015,0
TXN0026346,0
TXN0004021,0
TXN0000848,0
TXN0011359,0
TXN0013745,0
TXN0052358,0
TXN0021212,0
TXN0008675,0
TXN0042922,0
TXN0026433,0
TXN0037951,0
TXN0044838,0
TXN0005089,0
TXN0003416,0
TXNS00113,1
TXN0051897,0
TXN0058514,0
TXN0024294,0
TXN0049921,0
TXN0054374,0
TXN0047667,0
TXN0011262,0
TXN0014131,0
TXN0058498,0
TXN0059103,0
TXN0046662,0
TXN0042777,0
TXN0040625,0
TXN0020241,0
TXN0017915,0
TXN0046643,0
TXN0023012,0
TXN0052336,0
TXN0004053,0
TXNS00121,1
TXN0019842,0
TXN0030714,0
TXN0045885,0
TXN0019127,0
TXN0036063,0
TXN0012946,0
TXN0057448,0
TXN0045459,0
TXN0040676,0
TXN0028796,0
TXN0041999,0
TXN0027031,0
TXN0028286,0
TXN0003388,0
TXN0012443,0
TXN0012233,0
TXN0052255,0
TXN0044995,0
TXN0030440,0
TXN0058105,0
TXN0049964,0
TXN0024814,0
TXN0015518,0
TXN0051345,0
TXN0055320,0
TXN0026077,0
TXN0031112,0
TXN0058827,0
TXN0021202,0
TXN0035377,0
TXN0046932,0
TXN0031224,0
TXN0026843,0
TXN0053519,0
TXN0058419,0
TXN0002095,0
TXN0053131,0
TXN0037728,0
TXN0023543,0
TXN0056721,0
TXN0006144,0
TXN0045249,0
TXN0021138,0
TXN0043754,0
TXN0053976,0
TXN0006006,0
TXN0035068,0
TXN0021895,0
TXN0015433,0
TXN0033693,0
TXN0057774,0
TXN0051636,0
TXN0056516,0
TXN0027150,0
TXN0005359,0
TXN0038056,0
TXN0050021,0
TXN0022004,0
TXN0021993,0
TXN0009785,0
TXN0031868,0
TXN0001786,0
TXN0021992,0
TXN0049096,0
TXN0010113,0
TXN0024758,0
TXN0046575,0
TXN0059281,0
TXN0039308,0
TXN0054150,0
TXN0050362,0
TXN0056255,0
TXN0054834,0
TXN0040693,0
TXN0056480,0
TXN0047331,0
TXN0033206,0
TXN0033203,0
TXN0019578,0
TXN0056490,0
TXN0016189,0
TXN0009011,0
TXN0022096,0
TXN0039217,0
TXN0042209,0
TXN0044545,0
TXN0002298,0
TXN0008913,0
TXN0004464,0
TXN0012139,0
TXN0009987,0
TXN0043603,0
TXN0004609,0
TXN0014124,0
TXN0011768,0
TXN0052722,0
TXN0000086,0
TXN0015838,0
TXN0027402,0
TXN0028505,0
TXN0036178,0
TXN0057341,0
TXN0009767,0
TXN0016033,0
TXN0047739,0
TXN0034260,0
TXN0049656,0
TXN0034943,0
TXN0037324,0
TXN0008966,0
TXN0017582,0
TXN0029403,0
TXN0009804,0
TXN0011077,0
TXN0033473,0
TXN0039651,0
TXN0036998,0
TXN0002218,0
TXN0023217,0
TXN0036662,0
TXN0011375,0
TXN0056205,0
TXN0015364,0
TXN0035653,0
TXN0014041,0
TXN0031855,0
TXN0049341,0
TXN0058466,0
TXN0035838,0
TXN0000564,0
TXN0011729,0
TXN0033834,0
TXN0035045,0
TXN0031407,0
TXN0002338,0
TXN0043012,0
TXN0054404,0
TXN0054877,0
TXN0010049,0
TXN0010407,0
TXN0016366,0
TXN0025193,0
TXN0008780,0
TXN0057018,0
TXN0027628,0
TXN0042984,0
TXN0009093,0
TXN0022408,0
TXN0054455,0
TXN0055335,0
TXN0055991,0
TXN0049305,0
TXN0008909,0
TXN0017271,0
TXN0050134,0
TXN0039368,0
TXN0044167,0
TXN0038377,0
TXN0015664,0
TXN0045076,0
TXN0021648,0
TXN0053849,0
TXN0004503,0
TXN0051562,0
TXN0003867,0
TXN0051015,0
TXN0033681,0
TXN0033022,0
TXN0030616,0
TXN0009694,0
TXN0025004,0
TXN0055626,0
TXN0037427,0
TXN0043070,0
TXN0018511,0
TXN0059584,0
TXN0010587,0
TXN0003154,0
TXN0051640,0
TXN0034544,0
TXN0043413,0
TXN0045750,0
TXN0028113,0
TXN0035910,0
TXN0017954,0
TXN0019948,0
TXN0001422,0
TXN0008468,0
TXN0049965,0
TXN0004678,0
TXN0021713,0
TXN0025478,0
TXN0006288,0
TXN0053389,0
TXN0022291,0
TXN0019858,0
TXN0026192,0
TXN0037737,0
TXN0019466,0
TXN0029821,0
TXN0033265,0
TXN0012883,0
TXN0059514,0
TXN0054703,0
TXN0058950,0
TXN0000277,0
TXN0020361,0
TXN0028058,0
TXN0020546,0
TXN0000253,0
TXN0054347,0
TXN0009798,0
TXN0035197,0
TXN0051290,0
TXN0004894,0
TXN0020560,0
TXN0013293,0
TXN0044660,0
TXN0003335,0
TXN0057086,0
TXN0052435,0
TXN0027960,0
TXN0028066,0
TXN0025624,0
TXN0028033,0
TXN0032163,0
TXN0026441,0
TXN0006528,0
TXN0021758,0
TXN0036927,0
TXN0007343,0
TXN0005512,0
TXN0058310,0
TXN0044368,0
TXN0050084,0
TXN0029019,0
TXN0040889,0
TXN0055053,0
TXN0025170,0
TXN0045023,0
TXN0056664,0
TXN0017914,0
TXN0002515,0
TXN0012471,0
TXN0009186,0
TXN0032285,0
TXN0010399,0
TXN0044714,0
TXN0000644,0
TXN0026537,0
TXN0037983,0
TXN0051219,0
TXN0050662,0
TXN0043265,0
TXN0038983,0
TXN0037964,0
TXN0028536,0
TXN0012847,0
TXN0021666,0
TXN0053293,0
TXN0026983,0
TXN0029660,0
TXN0043097,0
TXN0030468,0
TXN0009789,0
TXN0001219,0
TXN0046372,0
TXN0028816,0
TXN0037591,0
TXN0010727,0
TXN0024539,0
TXN0001554,0
TXN0049404,0
TXN0053122,0
TXN0032114,0
TXN0042050,0
TXN0033689,0
TXN0006939,0
TXN0018415,0
TXN0001566,0
TXN0005803,0
TXN0020182,0
TXN0055428,0
TXN0000906,0
TXN0032997,0
TXN0042386,0
TXN0013847,0
TXN0026294,0
TXN0010947,0
TXN0010713,0
TXN0032814,0
TXN0016813,0
TXN0019031,0
TXN0030855,0
TXN0045830,0
TXN0028943,0
TXN0037513,0
TXN0016380,0
TXN0039077,0
TXN0034539,0
TXN0049558,0
TXN0002349,0
TXN0022575,0
TXN0028596,0
TXN0020540,0
TXN0059590,0
TXN0014686,0
TXN0022933,0
TXN0017446,0
TXN0058296,0
TXN0016399,0
TXN0018831,0
TXN0000708,0
TXN0012269,0
TXN0014366,0
TXN0048871,0
TXN0027030,0
TXN0002867,0
TXN0047215,0
TXN0020364,0
TXN0014528,0
TXN0046890,0
TXN0025311,0
TXN0032999,0
TXN0041141,0
TXN0033412,0
TXNS00610,1
TXN0023336,0
TXN0036718,0
TXN0041673,0
TXN0020262,0
TXN0028676,0
TXN0012307,0
TXN0048385,0
TXN0023493,0
TXN0013816,0
TXN0026006,0
TXN0048439,0
TXN0040035,0
TXN0059910,0
TXN0022091,0
TXN0025900,0
TXN0047292,0
TXN0000773,0
TXN0048338,0
TXN0047151,0
TXN0034649,0
TXN0034014,0
TXN0041164,0
TXN0033076,0
TXN0057594,0
TXN0016045,0
TXN0040471,0
TXN0034458,0
TXN0038684,0
TXN0024650,0
TXN0015671,0
TXN0022175,0
TXN0001592,0
TXN0046848,0
TXN0034966,0
TXN0018127,0
TXN0045053,0
TXN0024471,0
TXN0026436,0
TXN0055858,0
TXN0006913,0
TXN0031993,0
TXN0017168,0
TXN0003375,0
TXN0041813,0
TXN0050481,0
TXN0026059,0
TXN0019658,0
TXN0039614,0
TXN0036514,0
TXN0001879,0
TXN0022827,0
TXN0049474,0
TXN0021753,0
TXN0058516,0
TXN0003955,0
TXN0012724,0
TXN0030430,0
TXN0050317,0
TXN0013653,0
TXN0007680,0
TXN0005777,0
TXN0055362,0
TXN0036567,0
TXN0051228,0
TXN0007417,0
TXN0023417,0
TXN0012532,0
TXN0034676,0
TXN0020735,0
TXN0052004,0
TXN0015745,0
TXN0031937,0
TXN0057272,0
TXN0007780,0
TXN0026726,0
TXN0040184,0
TXN0004364,0
TXN0025484,0
TXN0037852,0
TXN0020713,0
TXN0059905,0
TXN0033163,0
TXN0047345,0
TXN0025527,0
TXN0050689,0
TXN0040707,0
TXN0053392,0
TXN0031243,0
TXN0030947,0
TXN0009301,0
TXN0013480,0
TXN0002907,0
TXN0042326,0
TXN0054422,0
TXN0001253,0
TXN0013152,0
TXN0002331,0
TXN0051893,0
TXN0005345,0
TXN0012252,0
TXN0031402,0
TXN0040851,0
TXN0024208,0
TXN0006201,0
TXN0056275,0
TXN0000943,0
TXN0052634,0
TXN0017992,0
TXN0014994,0
TXN0042200,0
TXN0053997,0
TXN0024757,0
TXN0022527,0
TXN0043640,0
TXN0054287,0
TXN0011212,0
TXN0059516,0
TXN0031228,0
TXN0003075,0
TXN0021688,0
TXN0005246,0
TXN0059799,0
TXN0052125,0
TXN0008943,0
TXN0007117,0
TXN0032397,0
TXN0054623,0
TXN0054143,0
TXN0056353,0
TXN0053235,0
TXN0011092,0
TXN0004524,0
TXN0058261,0
TXN0028686,0
TXN0039880,0
TXN0059843,0
TXN0026308,0
TXN0001180,0
TXN0015937,0
TXN0012376,0
TXN0003803,0
TXN0038336,0
TXN0054630,0
TXN0050333,0
TXN0042152,0
TXN0040236,0
TXN0046429,0
TXN0017121,0
TXN0052019,0
TXN0048318,0
TXN0030758,0
TXN0058729,0
TXN0024851,0
TXN0015617,0
TXN0040121,0
TXN0049718,0
TXN0012659,0
TXN0002152,0
TXN0051032,0
TXN0034190,0
TXN0026782,0
TXN0058396,0
TXN0042631,0
TXN0001334,0
TXN0013619,0
TXN0040327,0
TXN0011665,0
TXN0057394,0
TXN0034405,0
TXN0055491,0
TXN0014737,0
TXN0026629,0
TXN0015274,0
TXN0043341,0
TXN0039571,0
TXN0011617,0
TXN0052137,0
TXN0008713,0
TXN0048826,0
TXN0017220,0
TXNS00501,1
TXN0007270,0
TXN0010351,0
TXN0057163,0
TXN0003788,0
TXN0036115,0
TXN0012691,0
TXN0058643,0
TXN0030392,0
TXN0019617,0
TXN0042423,0
TXN0007679,0
TXN0030282,0
TXN0002982,0
TXN0000588,0
TXN0045068,0
TXN0049643,0
TXN0038359,0
TXN0052565,0
TXN0056839,0
TXN0007267,0
TXN0059333,0
TXN0003073,0
TXN0052056,0
TXN0023943,0
TXN0042766,0
TXN0051659,0
TXN0049218,0
TXN0020007,0
TXN0040450,0
TXN0003753,0
TXN0051406,0
TXN0038150,0
TXN0055622,0
TXN0056361,0
TXN0034718,0
TXN0053923,0
TXN0034826,0
TXN0020776,0
TXN0032589,0
TXN0039005,0
TXN0017227,0
TXN0008477,0
TXN0022138,0
TXN0020196,0
TXN0002210,0
TXN0025466,0
TXN0001736,0
TXN0026134,0
TXN0038912,0
TXN0030271,0
TXN0047461,0
TXN0044141,0
TXN0044979,0
TXN0059583,0
TXN0058184,0
TXN0005011,0
TXN0017808,0
TXN0000628,0
TXN0030388,0
TXN0045052,0
TXN0017965,0
TXN0028100,0
TXN0043926,0
TXN0013426,0
TXN0055694,0
TXN0023562,0
TXN0031920,0
TXN0011566,0
TXN0038378,0
TXN0024636,0
TXN0036797,0
TXN0004212,0
TXN0009311,0
TXN0035090,0
TXN0006204,0
TXN0044636,0
TXN0012235,0
TXN0054154,0
TXN0007479,0
TXN0054205,0
TXN0037575,0
TXN0054908,0
TXN0042760,0
TXN0032775,0
TXN0024581,0
TXN0048791,0
TXN0007836,0
TXN0031994,0
TXN0030827,0
TXN0047134,0
TXN0035357,0
TXN0011625,0
TXN0016751,0
TXN0002969,0
TXN0034042,0
TXN0037654,0
TXN0039049,0
TXN0043260,0
TXN0013391,0
TXN0000224,0
TXN0047760,0
TXN0029977,0
TXN0006623,0
TXN0045099,0
TXN0048768,0
TXN0053153,0
TXN0047573,0
TXN0014657,0
TXN0052237,0
TXN0013995,0
TXN0016695,0
TXN0059953,0
TXN0044029,0
TXN0033516,0
TXN0021940,0
TXN0015486,0
TXN0001792,0
TXN0032943,0
TXN0001175,0
TXN0006917,0
TXN0035813,0
TXN0050605,0
TXN0034371,0
TXN0036517,0
TXN0009234,0
TXN0039221,0
TXN0045079,0
TXN0013263,0
TXN0011453,0
TXN0039848,0
TXN0055221,0
TXN0007686,0
TXN0006860,0
TXN0006758,0
TXN0037624,0
TXN0010894,0
TXN0044489,0
TXN0049585,0
TXN0049769,0
TXN0050899,0
TXN0038444,0
TXNR0191,1
TXN0058974,0
TXN0032709,0
TXN0005920,0
TXN0024197,0
TXN0002503,0
TXN0005436,0
TXN0049306,0
TXN0056158,0
TXN0058637,0
TXN0021819,0
TXN0003263,0
TXN0015012,0
TXN0004091,0
TXN0056095,0
TXN0040762,0
TXN0027242,0
TXN0056987,0
TXN0005843,0
TXN0011943,0
TXN0034182,0
TXN0043948,0
TXN0009763,0
TXN0038708,0
TXN0018221,0
TXN0018858,0
TXN0050556,0
TXN0003437,0
TXN0049214,0
TXN0050532,0
TXN0004939,0
TXN0054783,0
TXN0058133,0
TXN0015277,0
TXN0054372,0
TXN0028661,0
TXN0041331,0
TXN0034835,0
TXN0030342,0
TXN0042061,0
TXN0012163,0
TXN0045916,0
TXN0038053,0
TXN0005718,0
TXN0044126,0
TXN0036906,0
TXN0008557,0
TXN0011186,0
TXN0035605,0
TXN0059487,0
TXN0059620,0
TXN0031019,0
TXN0029262,0
TXN0020513,0
TXN0040815,0
TXN0004672,0
TXN0010453,0
TXN0017802,0
TXN0043212,0
TXN0056794,0
TXN0018172,0
TXN0014180,0
TXN0055742,0
TXN0012066,0
TXN0037839,0
TXN0013243,0
TXN0047245,0
TXN0009836,0
TXN0002726,0
TXN0028575,0
TXN0013032,0
TXN0019081,0
TXN0020040,0
TXN0023302,0
TXN0049973,0
TXN0042023,0
TXN0026392,0
TXN0042997,0
TXN0030302,0
TXN0035378,0
TXN0032960,0
TXN0015505,0
TXN0007845,0
TXN0001182,0
TXN0030664,0
TXN0003502,0
TXN0034694,0
TXN0040400,0
TXN0048882,0
TXN0037468,0
TXN0044902,0
TXN0058212,0
TXN0016213,0
TXN0027555,0
TXN0031674,0
TXN0031191,0
TXN0032856,0
TXN0057079,0
TXN0030814,0
TXN0035852,0
TXN0034101,0
TXN0046962,0
TXN0029705,0
TXN0034585,0
TXN0009232,0
TXN0013814,0
TXN0016051,0
TXN0016384,0
TXN0026214,0
TXN0025638,0
TXN0000039,0
TXN0005125,0
TXN0033963,0
TXN0056524,0
TXN0011259,0
TXN0041530,0
TXN0019007,0
TXN0044795,0
TXN0014233,0
TXN0016228,0
TXN0041070,0
TXN0039425,0
TXN0054909,0
TXN0042083,0
TXN0034400,0
TXN0000612,0
TXN0058890,0
TXN0043222,0
TXN0035494,0
TXN0051223,0
TXN0032129,0
TXN0055729,0
TXN0003003,0
TXN0024374,0
TXN0023160,0
TXN0058519,0
TXN0026787,0
TXN0033549,0
TXN0027067,0
TXN0026066,0
TXN0034774,0
TXN0052312,0
TXN0032804,0
TXN0031327,0
TXN0027288,0
TXN0052931,0
TXN0050353,0
TXN0022384,0
TXN0016253,0
TXN0000221,0
TXN0005975,0
TXN0021051,0
TXN0012608,0
TXN0027317,0
TXN0055959,0
TXN0056859,0
TXN0000942,0
TXN0005055,0
TXN0015578,0
TXN0033260,0
TXN0010853,0
TXN0023534,0
TXN0046173,0
TXN0032066,0
TXN0040270,0
TXN0033047,0
TXN0003758,0
TXN0022774,0
TXN0002807,0
TXN0036293,0
TXN0019808,0
TXN0017704,0
TXN0014624,0
TXN0034153,0
TXN0037411,0
TXN0044740,0
TXN0022037,0
TXN0042121,0
TXN0011041,0
TXN0016947,0
TXN0038234,0
TXN0053096,0
TXN0030799,0
TXN0034799,0
TXN0031208,0
TXN0054009,0
TXN0048260,0
TXN0029310,0
TXN0023477,0
TXN0012604,0
TXN0025133,0
TXN0053763,0
TXN0019241,0
TXN0011496,0
TXN0056526,0
TXN0050630,0
TXN0001638,0
TXN0017656,0
TXN0038136,0
TXN0003156,0
TXN0030767,0
TXN0026182,0
TXN0003928,0
TXN0005966,0
TXN0027308,0
TXN0052885,0
TXN0006793,0
TXN0039700,0
TXN0013592,0
TXN0038474,0
TXN0028053,0
TXN0009685,0
TXN0023463,0
TXN0011313,0
TXN0019120,0
TXN0029987,0
TXN0007427,0
TXN0034655,0
TXN0014212,0
TXN0034097,0
TXN0031563,0
TXN0059268,0
TXN0039638,0
TXN0043521,0
TXN0030602,0
TXN0024245,0
TXN0048440,0
TXN0010115,0
TXN0039664,0
TXN0006912,0
TXN0013980,0
TXN0049858,0
TXN0006875,0
TXN0016781,0
TXN0006013,0
TXN0049297,0
TXN0017896,0
TXN0011256,0
TXN0031265,0
TXN0001866,0
TXN0050930,0
TXN0045354,0
TXN0035142,0
TXN0032414,0
TXN0039688,0
TXN0008363,0
TXN0041188,0
TXN0035182,0
TXN0047370,0
TXN0005567,0
TXN0013927,0
TXN0058690,0
TXN0037603,0
TXN0022853,0
TXN0002868,0
TXN0034427,0
TXN0014293,0
TXN0007760,0
TXN0034449,0
TXN0034210,0
TXN0039698,0
TXN0000462,0
TXN0007327,0
TXN0053504,0
TXN0012640,0
TXNS00112,1
TXN0058004,0
TXN0048903,0
TXN0037619,0
TXN0039603,0
TXN0018619,0
TXN0033385,0
TXN0040999,0
TXN0016430,0
TXN0031209,0
TXN0032385,0
TXN0032652,0
TXN0027880,0
TXN0040779,0
TXN0027168,0
TXN0031409,0
TXN0008236,0
TXN0032986,0
TXN0046589,0
TXN0023029,0
TXN0028474,0
TXN0000754,0
TXN0007785,0
TXN0007613,0
TXN0008331,0
TXN0040371,0
TXN0045569,0
TXN0047585,0
TXN0030400,0
TXN0052581,0
TXN0035430,0
TXN0020769,0
TXN0021439,0
TXN0054592,0
TXN0050468,0
TXN0037686,0
TXN0054821,0
TXN0007687,0
TXN0031584,0
TXN0033482,0
TXN0038223,0
TXN0049240,0
TXN0051321,0
TXN0006390,0
TXN0017079,0
TXN0003120,0
TXN0021232,0
TXN0031168,0
TXN0040122,0
TXN0034791,0
TXN0031865,0
TXN0010572,0
TXN0013010,0
TXN0020351,0
TXN0045709,0
TXN0033610,0
TXN0039370,0
TXN0038899,0
TXN0018399,0
TXN0002592,0
TXN0019263,0
TXN0032915,0
TXN0003189,0
TXN0034463,0
TXN0046387,0
TXN0058196,0
TXN0034065,0
TXN0014636,0
TXN0056872,0
TXN0053030,0
TXN0017823,0
TXN0033847,0
TXN0057159,0
TXN0058780,0
TXN0041056,0
TXN0033889,0
TXN0005657,0
TXN0059645,0
TXN0002558,0
TXN0006225,0
TXN0015425,0
TXN0024029,0
TXN0016332,0
TXN0017700,0
TXN0053642,0
TXN0000828,0
TXN0008451,0
TXN0008745,0
TXN0012347,0
TXN0019400,0
TXN0040301,0
TXN0025889,0
TXN0015814,0
TXN0017631,0
TXN0005739,0
TXN0042925,0
TXN0051262,0
TXN0058923,0
TXN0017542,0
TXN0034096,0
TXN0024638,0
TXN0008880,0
TXN0044307,0
TXN0028566,0
TXN0055535,0
TXN0047445,0
TXN0057178,0
TXN0015985,0
TXN0055848,0
TXN0026302,0
TXN0059173,0
TXN0033789,0
TXN0042612,0
TXN0023617,0
TXN0035390,0
TXN0058353,0
TXN0052359,0
TXN0056225,0
TXN0049956,0
TXN0011466,0
TXN0020552,0
TXN0044419,0
TXN0002630,0
TXN0022429,0
TXN0011178,0
TXN0058941,0
TXN0000484,0
TXN0029893,0
TXN0058758,0
TXN0013505,0
TXN0051869,0
TXN0033661,0
TXN0046235,0
